序号,起点,终点,日期,热度,汽车占比（%）,火车占比（%）,飞机占比（%）,类型
2451, 东莞, 深圳, 2017-09-21,36.1,70,30,0,迁入
2452, 上海, 深圳, 2017-09-21,33.9,3,26,71,迁入
2453, 成都, 深圳, 2017-09-21,30.9,0,25,75,迁入
2454, 惠州, 深圳, 2017-09-21,23.8,61,39,0,迁入
2455, 广州, 深圳, 2017-09-21,22.4,41,59,0,迁入
2456, 西安, 深圳, 2017-09-21,21.2,0,37,63,迁入
2457, 郑州, 深圳, 2017-09-21,20.7,0,42,58,迁入
2458, 重庆, 深圳, 2017-09-21,18.8,20,15,65,迁入
2459, 咸阳, 深圳, 2017-09-21,17.9,0,12,88,迁入
2460, 杭州, 深圳, 2017-09-21,17.6,13,14,73,迁入
2461, 深圳, 成都, 2017-09-21,28.7,0,24,76,迁入
2462, 广州, 成都, 2017-09-21,27.8,0,29,71,迁入
2463, 南京, 成都, 2017-09-21,23.6,0,46,54,迁入
2464, 重庆, 成都, 2017-09-21,21,36,64,0,迁入
2465, 德阳, 成都, 2017-09-21,18.5,49,51,0,迁入
2466, 拉萨, 成都, 2017-09-21,17.9,0,31,69,迁入
2467, 三亚, 成都, 2017-09-21,17.8,0,37,63,迁入
2468, 济南, 成都, 2017-09-21,17.5,0,41,59,迁入
2469, 武汉, 成都, 2017-09-21,17.1,20,45,35,迁入
2470, 眉山, 成都, 2017-09-21,17.1,60,40,0,迁入
2471, 北京, 哈尔滨, 2017-09-21,18.9,11,45,44,迁入
2472, 济南, 哈尔滨, 2017-09-21,13.8,0,33,67,迁入
2473, 绥化, 哈尔滨, 2017-09-21,13.1,43,57,0,迁入
2474, 天津, 哈尔滨, 2017-09-21,12.3,13,52,35,迁入
2475, 青岛, 哈尔滨, 2017-09-21,12.2,12,34,54,迁入
2476, 沈阳, 哈尔滨, 2017-09-21,10.2,15,85,0,迁入
2477, 齐齐哈尔, 哈尔滨, 2017-09-21,9.9,26,74,0,迁入
2478, 石家庄, 哈尔滨, 2017-09-21,9.5,0,46,54,迁入
2479, 长春, 哈尔滨, 2017-09-21,9.4,34,66,0,迁入
2480, 大庆, 哈尔滨, 2017-09-21,9.2,36,64,0,迁入
2481, 北京, 上海, 2017-09-21,42.9,16,41,43,迁入
2482, 重庆, 上海, 2017-09-21,42.7,0,34,66,迁入
2483, 深圳, 上海, 2017-09-21,34,3,23,74,迁入
2484, 广州, 上海, 2017-09-21,32.7,6,25,69,迁入
2485, 苏州, 上海, 2017-09-21,30,62,38,0,迁入
2486, 西安, 上海, 2017-09-21,22.5,0,42,58,迁入
2487, 长春, 上海, 2017-09-21,22.2,0,25,75,迁入
2488, 沈阳, 上海, 2017-09-21,19.6,14,15,71,迁入
2489, 杭州, 上海, 2017-09-21,17.8,30,70,0,迁入
2490, 天津, 上海, 2017-09-21,16.9,20,47,33,迁入
2491, 北京, 武汉, 2017-09-21,28.8,15,67,18,迁入
2492, 昆明, 武汉, 2017-09-21,21.3,0,38,62,迁入
2493, 沈阳, 武汉, 2017-09-21,19.2,0,60,40,迁入
2494, 三亚, 武汉, 2017-09-21,18.6,0,22,78,迁入
2495, 成都, 武汉, 2017-09-21,17.7,24,41,35,迁入
2496, 广州, 武汉, 2017-09-21,17.5,20,66,14,迁入
2497, 深圳, 武汉, 2017-09-21,17.1,18,67,15,迁入
2498, 孝感, 武汉, 2017-09-21,16.6,47,53,0,迁入
2499, 黄冈, 武汉, 2017-09-21,15.5,47,53,0,迁入
2500, 上海, 武汉, 2017-09-21,15.3,19,58,23,迁入
2501, 成都, 南京, 2017-09-21,27.3,0,42,58,迁入
2502, 北京, 南京, 2017-09-21,23.5,15,73,12,迁入
2503, 重庆, 南京, 2017-09-21,19.2,9,39,52,迁入
2504, 广州, 南京, 2017-09-21,17.6,16,17,67,迁入
2505, 上海, 南京, 2017-09-21,17.1,23,77,0,迁入
2506, 深圳, 南京, 2017-09-21,17,14,10,76,迁入
2507, 长春, 南京, 2017-09-21,16.8,0,26,74,迁入
2508, 南宁, 南京, 2017-09-21,16.2,0,43,57,迁入
2509, 镇江, 南京, 2017-09-21,15.2,39,61,0,迁入
2510, 兰州, 南京, 2017-09-21,14.8,0,32,68,迁入
2511, 重庆, 天津, 2017-09-21,22.5,1,38,61,迁入
2512, 北京, 天津, 2017-09-21,20.4,30,70,0,迁入
2513, 上海, 天津, 2017-09-21,16.7,21,49,30,迁入
2514, 福州, 天津, 2017-09-21,14.9,0,58,42,迁入
2515, 廊坊, 天津, 2017-09-21,13.8,62,38,0,迁入
2516, 长沙, 天津, 2017-09-21,12.9,0,55,45,迁入
2517, 唐山, 天津, 2017-09-21,12.9,39,61,0,迁入
2518, 哈尔滨, 天津, 2017-09-21,12.2,10,52,38,迁入
2519, 沧州, 天津, 2017-09-21,12,47,53,0,迁入
2520, 武汉, 天津, 2017-09-21,11.4,27,44,29,迁入
2521, 重庆, 北京, 2017-09-22,46.2,0,30,70,迁入
2522, 上海, 北京, 2017-09-22,43.3,16,43,41,迁入
2523, 长沙, 北京, 2017-09-22,33.5,0,54,46,迁入
2524, 武汉, 北京, 2017-09-22,31.7,14,67,19,迁入
2525, 廊坊, 北京, 2017-09-22,29.4,54,46,0,迁入
2526, 杭州, 北京, 2017-09-22,28.8,13,44,43,迁入
2527, 天津, 北京, 2017-09-22,22.9,30,70,0,迁入
2528, 南京, 北京, 2017-09-22,22.9,15,72,13,迁入
2529, 西安, 北京, 2017-09-22,21.2,18,58,24,迁入
2530, 保定, 北京, 2017-09-22,21.1,37,63,0,迁入
2531, 北京, 杭州, 2017-09-22,28.8,14,48,38,迁入
2532, 南宁, 杭州, 2017-09-22,22.7,0,38,62,迁入
2533, 重庆, 杭州, 2017-09-22,22.1,4,30,66,迁入
2534, 上海, 杭州, 2017-09-22,21.7,31,69,0,迁入
2535, 嘉兴, 杭州, 2017-09-22,20.7,53,47,0,迁入
2536, 绍兴, 杭州, 2017-09-22,19.7,48,52,0,迁入
2537, 广州, 杭州, 2017-09-22,18.8,12,17,71,迁入
2538, 深圳, 杭州, 2017-09-22,18.1,10,23,67,迁入
2539, 贵阳, 杭州, 2017-09-22,17.4,0,30,70,迁入
2540, 宁波, 杭州, 2017-09-22,16,37,63,0,迁入
2541, 佛山, 广州, 2017-09-22,39.4,43,57,0,迁入
2542, 上海, 广州, 2017-09-22,34.6,4,23,73,迁入
2543, 成都, 广州, 2017-09-22,27.3,0,28,72,迁入
2544, 东莞, 广州, 2017-09-22,26.7,56,44,0,迁入
2545, 深圳, 广州, 2017-09-22,26.5,40,60,0,迁入
2546, 郑州, 广州, 2017-09-22,20.3,0,63,37,迁入
2547, 西安, 广州, 2017-09-22,20.2,0,44,56,迁入
2548, 重庆, 广州, 2017-09-22,18.3,23,15,62,迁入
2549, 武汉, 广州, 2017-09-22,17.9,16,68,16,迁入
2550, 清远, 广州, 2017-09-22,17.6,53,47,0,迁入
2551, 北京, 重庆, 2017-09-22,45.6,0,33,67,迁入
2552, 上海, 重庆, 2017-09-22,45,2,36,62,迁入
2553, 天津, 重庆, 2017-09-22,23.8,0,34,66,迁入
2554, 成都, 重庆, 2017-09-22,23.4,34,66,0,迁入
2555, 杭州, 重庆, 2017-09-22,22.4,5,35,60,迁入
2556, 深圳, 重庆, 2017-09-22,20.4,22,12,66,迁入
2557, 宁波, 重庆, 2017-09-22,20,0,47,53,迁入
2558, 广州, 重庆, 2017-09-22,19.4,27,15,58,迁入
2559, 苏州, 重庆, 2017-09-22,19.2,4,52,44,迁入
2560, 南京, 重庆, 2017-09-22,18.2,9,39,52,迁入
2561, 咸阳, 西安, 2017-09-22,31.3,38,62,0,迁入
2562, 上海, 西安, 2017-09-22,23.9,1,43,56,迁入
2563, 深圳, 西安, 2017-09-22,23.9,0,33,67,迁入
2564, 北京, 西安, 2017-09-22,21.2,20,59,21,迁入
2565, 渭南, 西安, 2017-09-22,21.2,36,64,0,迁入
2566, 广州, 西安, 2017-09-22,20.2,0,41,59,迁入
2567, 厦门, 西安, 2017-09-22,16,0,63,37,迁入
2568, 延安, 西安, 2017-09-22,15.4,33,67,0,迁入
2569, 宝鸡, 西安, 2017-09-22,15.1,30,70,0,迁入
2570, 杭州, 西安, 2017-09-22,13.3,16,22,62,迁入
2571, 东莞, 深圳, 2017-09-22,38.1,68,32,0,迁入
2572, 上海, 深圳, 2017-09-22,37.3,2,22,76,迁入
2573, 成都, 深圳, 2017-09-22,31.4,0,25,75,迁入
2574, 惠州, 深圳, 2017-09-22,25.5,61,39,0,迁入
2575, 广州, 深圳, 2017-09-22,25.1,42,58,0,迁入
2576, 西安, 深圳, 2017-09-22,22.7,0,41,59,迁入
2577, 重庆, 深圳, 2017-09-22,20.4,24,12,64,迁入
2578, 郑州, 深圳, 2017-09-22,20.3,0,44,56,迁入
2579, 咸阳, 深圳, 2017-09-22,17.3,0,14,86,迁入
2580, 昆明, 深圳, 2017-09-22,17,14,21,65,迁入
2581, 深圳, 成都, 2017-09-22,33,0,26,74,迁入
2582, 广州, 成都, 2017-09-22,29.2,0,31,69,迁入
2583, 南京, 成都, 2017-09-22,26.7,0,42,58,迁入
2584, 重庆, 成都, 2017-09-22,24.4,34,66,0,迁入
2585, 德阳, 成都, 2017-09-22,23.1,46,54,0,迁入
2586, 眉山, 成都, 2017-09-22,21.2,53,47,0,迁入
2587, 绵阳, 成都, 2017-09-22,19.3,36,64,0,迁入
2588, 资阳, 成都, 2017-09-22,19.2,47,53,0,迁入
2589, 拉萨, 成都, 2017-09-22,18.1,1,26,73,迁入
2590, 济南, 成都, 2017-09-22,17.9,0,34,66,迁入
2591, 北京, 哈尔滨, 2017-09-22,20.4,12,45,43,迁入
2592, 绥化, 哈尔滨, 2017-09-22,13.8,43,57,0,迁入
2593, 济南, 哈尔滨, 2017-09-22,13.4,0,34,66,迁入
2594, 天津, 哈尔滨, 2017-09-22,12.8,11,53,36,迁入
2595, 青岛, 哈尔滨, 2017-09-22,12.4,20,27,53,迁入
2596, 石家庄, 哈尔滨, 2017-09-22,11.9,0,42,58,迁入
2597, 齐齐哈尔, 哈尔滨, 2017-09-22,11.2,24,76,0,迁入
2598, 大庆, 哈尔滨, 2017-09-22,11.1,35,65,0,迁入
2599, 沈阳, 哈尔滨, 2017-09-22,10.5,15,85,0,迁入
2600, 长春, 哈尔滨, 2017-09-22,10.3,32,68,0,迁入
2601, 北京, 上海, 2017-09-22,45.3,17,43,40,迁入
2602, 重庆, 上海, 2017-09-22,40.8,0,36,64,迁入
2603, 深圳, 上海, 2017-09-22,35.5,2,26,72,迁入
2604, 广州, 上海, 2017-09-22,33.3,5,26,69,迁入
2605, 苏州, 上海, 2017-09-22,32.5,62,38,0,迁入
2606, 西安, 上海, 2017-09-22,25.1,1,42,57,迁入
2607, 长春, 上海, 2017-09-22,23.8,0,25,75,迁入
2608, 杭州, 上海, 2017-09-22,19.6,30,70,0,迁入
2609, 南京, 上海, 2017-09-22,18.4,22,78,0,迁入
2610, 天津, 上海, 2017-09-22,17.7,17,42,41,迁入
2611, 北京, 武汉, 2017-09-22,31.5,13,71,16,迁入
2612, 昆明, 武汉, 2017-09-22,22.5,0,41,59,迁入
2613, 沈阳, 武汉, 2017-09-22,21.2,0,48,52,迁入
2614, 三亚, 武汉, 2017-09-22,20.1,0,28,72,迁入
2615, 广州, 武汉, 2017-09-22,18.9,18,68,14,迁入
2616, 孝感, 武汉, 2017-09-22,18.7,45,55,0,迁入
2617, 深圳, 武汉, 2017-09-22,18,17,70,13,迁入
2618, 成都, 武汉, 2017-09-22,17.7,22,46,32,迁入
2619, 黄冈, 武汉, 2017-09-22,17.2,46,54,0,迁入
2620, 上海, 武汉, 2017-09-22,16.4,20,58,22,迁入
2621, 成都, 南京, 2017-09-22,28.2,0,38,62,迁入
2622, 北京, 南京, 2017-09-22,24.9,14,74,12,迁入
2623, 重庆, 南京, 2017-09-22,20.8,8,33,59,迁入
2624, 上海, 南京, 2017-09-22,19.5,22,78,0,迁入
2625, 广州, 南京, 2017-09-22,19.4,15,19,66,迁入
2626, 深圳, 南京, 2017-09-22,19,16,11,73,迁入
2627, 南宁, 南京, 2017-09-22,18.2,0,45,55,迁入
2628, 长春, 南京, 2017-09-22,17.9,0,26,74,迁入
2629, 镇江, 南京, 2017-09-22,17,39,61,0,迁入
2630, 苏州, 南京, 2017-09-22,16.9,31,69,0,迁入
2631, 北京, 天津, 2017-09-22,25.5,29,71,0,迁入
2632, 重庆, 天津, 2017-09-22,24.2,1,38,61,迁入
2633, 上海, 天津, 2017-09-22,18.2,18,49,33,迁入
2634, 福州, 天津, 2017-09-22,17,0,44,56,迁入
2635, 长沙, 天津, 2017-09-22,16.4,0,41,59,迁入
2636, 廊坊, 天津, 2017-09-22,15,59,41,0,迁入
2637, 哈尔滨, 天津, 2017-09-22,14,11,42,47,迁入
2638, 唐山, 天津, 2017-09-22,13.7,39,61,0,迁入
2639, 沧州, 天津, 2017-09-22,13,48,52,0,迁入
2640, 杭州, 天津, 2017-09-22,11.3,14,45,41,迁入
2641, 重庆, 北京, 2017-09-23,41.9,1,34,65,迁入
2642, 上海, 北京, 2017-09-23,37.9,16,43,41,迁入
2643, 长沙, 北京, 2017-09-23,29.8,0,54,46,迁入
2644, 廊坊, 北京, 2017-09-23,27.6,54,46,0,迁入
2645, 杭州, 北京, 2017-09-23,26.3,12,47,41,迁入
2646, 武汉, 北京, 2017-09-23,25.9,17,61,22,迁入
2647, 天津, 北京, 2017-09-23,22.1,30,70,0,迁入
2648, 保定, 北京, 2017-09-23,21.1,37,63,0,迁入
2649, 南昌, 北京, 2017-09-23,20.7,0,48,52,迁入
2650, 南京, 北京, 2017-09-23,19.7,18,68,14,迁入
2651, 北京, 杭州, 2017-09-23,27.2,13,50,37,迁入
2652, 嘉兴, 杭州, 2017-09-23,20.3,55,45,0,迁入
2653, 重庆, 杭州, 2017-09-23,20.1,6,34,60,迁入
2654, 上海, 杭州, 2017-09-23,19.8,33,67,0,迁入
2655, 绍兴, 杭州, 2017-09-23,18.6,49,51,0,迁入
2656, 贵阳, 杭州, 2017-09-23,17.8,0,26,74,迁入
2657, 广州, 杭州, 2017-09-23,16.6,12,17,71,迁入
2658, 深圳, 杭州, 2017-09-23,15.8,13,15,72,迁入
2659, 金华, 杭州, 2017-09-23,14.9,41,59,0,迁入
2660, 南宁, 杭州, 2017-09-23,14.8,0,53,47,迁入
2661, 佛山, 广州, 2017-09-23,40.5,43,57,0,迁入
2662, 上海, 广州, 2017-09-23,31.8,6,24,70,迁入
2663, 东莞, 广州, 2017-09-23,27.3,57,43,0,迁入
2664, 深圳, 广州, 2017-09-23,26.1,43,57,0,迁入
2665, 成都, 广州, 2017-09-23,25.1,0,31,69,迁入
2666, 郑州, 广州, 2017-09-23,19.3,0,59,41,迁入
2667, 西安, 广州, 2017-09-23,18.6,0,47,53,迁入
2668, 重庆, 广州, 2017-09-23,18.1,30,14,56,迁入
2669, 清远, 广州, 2017-09-23,17.7,54,46,0,迁入
2670, 杭州, 广州, 2017-09-23,16.9,12,17,71,迁入
2671, 上海, 重庆, 2017-09-23,43.2,1,37,62,迁入
2672, 北京, 重庆, 2017-09-23,41.9,1,36,63,迁入
2673, 杭州, 重庆, 2017-09-23,24.7,3,36,61,迁入
2674, 天津, 重庆, 2017-09-23,23.2,1,41,58,迁入
2675, 成都, 重庆, 2017-09-23,21.5,36,64,0,迁入
2676, 苏州, 重庆, 2017-09-23,21.4,4,54,42,迁入
2677, 深圳, 重庆, 2017-09-23,20.2,19,15,66,迁入
2678, 宁波, 重庆, 2017-09-23,18.8,0,49,51,迁入
2679, 南京, 重庆, 2017-09-23,18.6,10,41,49,迁入
2680, 厦门, 重庆, 2017-09-23,17.8,5,59,36,迁入
2681, 咸阳, 西安, 2017-09-23,30.1,39,61,0,迁入
2682, 上海, 西安, 2017-09-23,23,1,45,54,迁入
2683, 深圳, 西安, 2017-09-23,22.5,0,38,62,迁入
2684, 渭南, 西安, 2017-09-23,20.3,38,62,0,迁入
2685, 广州, 西安, 2017-09-23,19.4,0,42,58,迁入
2686, 北京, 西安, 2017-09-23,18.9,22,56,22,迁入
2687, 厦门, 西安, 2017-09-23,15.3,0,59,41,迁入
2688, 宝鸡, 西安, 2017-09-23,14.3,34,66,0,迁入
2689, 延安, 西安, 2017-09-23,12.6,34,66,0,迁入
2690, 福州, 西安, 2017-09-23,12.3,0,52,48,迁入
2691, 东莞, 深圳, 2017-09-23,40.3,69,31,0,迁入
2692, 上海, 深圳, 2017-09-23,35.7,2,27,71,迁入
2693, 成都, 深圳, 2017-09-23,28.8,0,29,71,迁入
2694, 惠州, 深圳, 2017-09-23,27.2,61,39,0,迁入
2695, 广州, 深圳, 2017-09-23,25.3,42,58,0,迁入
2696, 西安, 深圳, 2017-09-23,21,0,42,58,迁入
2697, 重庆, 深圳, 2017-09-23,19.2,27,11,62,迁入
2698, 郑州, 深圳, 2017-09-23,18.6,0,44,56,迁入
2699, 香港, 深圳, 2017-09-23,18.3,47,53,0,迁入
2700, 咸阳, 深圳, 2017-09-23,16.5,0,12,88,迁入
2701, 深圳, 成都, 2017-09-23,30.7,0,27,73,迁入
2702, 广州, 成都, 2017-09-23,27.5,0,30,70,迁入
2703, 南京, 成都, 2017-09-23,25.2,0,50,50,迁入
2704, 德阳, 成都, 2017-09-23,22.5,48,52,0,迁入
2705, 重庆, 成都, 2017-09-23,21.6,37,63,0,迁入
2706, 眉山, 成都, 2017-09-23,19.4,58,42,0,迁入
2707, 资阳, 成都, 2017-09-23,18.3,50,50,0,迁入
2708, 三亚, 成都, 2017-09-23,18.1,0,22,78,迁入
2709, 济南, 成都, 2017-09-23,17.2,0,47,53,迁入
2710, 拉萨, 成都, 2017-09-23,17.2,1,31,68,迁入
2711, 北京, 哈尔滨, 2017-09-23,19.2,12,52,36,迁入
2712, 绥化, 哈尔滨, 2017-09-23,13.4,45,55,0,迁入
2713, 济南, 哈尔滨, 2017-09-23,12.3,0,34,66,迁入
2714, 青岛, 哈尔滨, 2017-09-23,12.1,12,30,58,迁入
2715, 天津, 哈尔滨, 2017-09-23,12,12,60,28,迁入
2716, 石家庄, 哈尔滨, 2017-09-23,11.5,0,37,63,迁入
2717, 太原, 哈尔滨, 2017-09-23,10.9,0,22,78,迁入
2718, 大庆, 哈尔滨, 2017-09-23,10.1,37,63,0,迁入
2719, 齐齐哈尔, 哈尔滨, 2017-09-23,9.8,23,77,0,迁入
2720, 沈阳, 哈尔滨, 2017-09-23,9.7,15,85,0,迁入
2721, 重庆, 上海, 2017-09-23,40.9,0,33,67,迁入
2722, 北京, 上海, 2017-09-23,39.9,17,37,46,迁入
2723, 深圳, 上海, 2017-09-23,33.7,3,24,73,迁入
2724, 苏州, 上海, 2017-09-23,31.8,63,37,0,迁入
2725, 广州, 上海, 2017-09-23,31.6,6,24,70,迁入
2726, 长春, 上海, 2017-09-23,21.8,0,24,76,迁入
2727, 西安, 上海, 2017-09-23,21.5,1,47,52,迁入
2728, 沈阳, 上海, 2017-09-23,18.2,15,14,71,迁入
2729, 杭州, 上海, 2017-09-23,18,32,68,0,迁入
2730, 香港, 上海, 2017-09-23,17.9,0,42,58,迁入
2731, 北京, 武汉, 2017-09-23,28.5,18,62,20,迁入
2732, 昆明, 武汉, 2017-09-23,22.1,0,46,54,迁入
2733, 沈阳, 武汉, 2017-09-23,21.1,0,50,50,迁入
2734, 三亚, 武汉, 2017-09-23,18.2,0,22,78,迁入
2735, 深圳, 武汉, 2017-09-23,17.9,18,67,15,迁入
2736, 成都, 武汉, 2017-09-23,17.6,23,45,32,迁入
2737, 孝感, 武汉, 2017-09-23,17.5,48,52,0,迁入
2738, 广州, 武汉, 2017-09-23,17.3,22,65,13,迁入
2739, 黄冈, 武汉, 2017-09-23,16,48,52,0,迁入
2740, 上海, 武汉, 2017-09-23,15.4,22,55,23,迁入
2741, 成都, 南京, 2017-09-23,27.7,0,48,52,迁入
2742, 北京, 南京, 2017-09-23,20.8,20,67,13,迁入
2743, 重庆, 南京, 2017-09-23,20.7,7,32,61,迁入
2744, 上海, 南京, 2017-09-23,17.4,23,77,0,迁入
2745, 深圳, 南京, 2017-09-23,17.4,14,14,72,迁入
2746, 广州, 南京, 2017-09-23,17.3,17,15,68,迁入
2747, 长春, 南京, 2017-09-23,17,0,26,74,迁入
2748, 南宁, 南京, 2017-09-23,16.8,0,43,57,迁入
2749, 镇江, 南京, 2017-09-23,16.7,39,61,0,迁入
2750, 贵阳, 南京, 2017-09-23,15.3,0,28,72,迁入
2751, 北京, 天津, 2017-09-23,23.8,31,69,0,迁入
2752, 重庆, 天津, 2017-09-23,22.7,1,46,53,迁入
2753, 上海, 天津, 2017-09-23,16.1,20,41,39,迁入
2754, 长沙, 天津, 2017-09-23,14.9,0,47,53,迁入
2755, 廊坊, 天津, 2017-09-23,14.9,59,41,0,迁入
2756, 唐山, 天津, 2017-09-23,13.5,41,59,0,迁入
2757, 福州, 天津, 2017-09-23,13.5,0,62,38,迁入
2758, 沧州, 天津, 2017-09-23,12.5,47,53,0,迁入
2759, 哈尔滨, 天津, 2017-09-23,12.3,12,46,42,迁入
2760, 武汉, 天津, 2017-09-23,11.1,31,37,32,迁入
2761, 重庆, 北京, 2017-09-24,43.5,1,32,67,迁入
2762, 上海, 北京, 2017-09-24,37.2,14,40,46,迁入
2763, 廊坊, 北京, 2017-09-24,32,53,47,0,迁入
2764, 长沙, 北京, 2017-09-24,30.3,0,61,39,迁入
2765, 武汉, 北京, 2017-09-24,29.1,16,64,20,迁入
2766, 保定, 北京, 2017-09-24,27.5,37,63,0,迁入
2767, 杭州, 北京, 2017-09-24,25.5,12,47,41,迁入
2768, 天津, 北京, 2017-09-24,25.3,30,70,0,迁入
2769, 西安, 北京, 2017-09-24,21,22,61,17,迁入
2770, 南昌, 北京, 2017-09-24,20,0,51,49,迁入
2771, 北京, 杭州, 2017-09-24,25.9,15,47,38,迁入
2772, 南宁, 杭州, 2017-09-24,25.5,0,34,66,迁入
2773, 嘉兴, 杭州, 2017-09-24,20.9,55,45,0,迁入
2774, 重庆, 杭州, 2017-09-24,20.5,5,37,58,迁入
2775, 绍兴, 杭州, 2017-09-24,20.4,48,52,0,迁入
2776, 上海, 杭州, 2017-09-24,17.8,32,68,0,迁入
2777, 贵阳, 杭州, 2017-09-24,17,0,30,70,迁入
2778, 广州, 杭州, 2017-09-24,16.7,15,22,63,迁入
2779, 深圳, 杭州, 2017-09-24,16.6,16,13,71,迁入
2780, 宁波, 杭州, 2017-09-24,15.7,38,62,0,迁入
2781, 佛山, 广州, 2017-09-24,40.9,44,56,0,迁入
2782, 上海, 广州, 2017-09-24,30.9,5,25,70,迁入
2783, 东莞, 广州, 2017-09-24,26.9,57,43,0,迁入
2784, 成都, 广州, 2017-09-24,26.8,0,29,71,迁入
2785, 深圳, 广州, 2017-09-24,25.3,42,58,0,迁入
2786, 清远, 广州, 2017-09-24,20.8,54,46,0,迁入
2787, 郑州, 广州, 2017-09-24,20.7,0,63,37,迁入
2788, 惠州, 广州, 2017-09-24,19.7,65,35,0,迁入
2789, 西安, 广州, 2017-09-24,19.1,0,50,50,迁入
2790, 重庆, 广州, 2017-09-24,18.5,28,16,56,迁入
2791, 北京, 重庆, 2017-09-24,45.6,0,33,67,迁入
2792, 上海, 重庆, 2017-09-24,41.2,1,39,60,迁入
2793, 天津, 重庆, 2017-09-24,23.6,0,45,55,迁入
2794, 成都, 重庆, 2017-09-24,23.6,35,65,0,迁入
2795, 杭州, 重庆, 2017-09-24,21.8,6,38,56,迁入
2796, 苏州, 重庆, 2017-09-24,20.2,4,56,40,迁入
2797, 深圳, 重庆, 2017-09-24,19.7,23,12,65,迁入
2798, 宁波, 重庆, 2017-09-24,19.5,0,56,44,迁入
2799, 福州, 重庆, 2017-09-24,19.3,3,46,51,迁入
2800, 厦门, 重庆, 2017-09-24,18.4,4,52,44,迁入
2801, 咸阳, 西安, 2017-09-24,32.9,41,59,0,迁入
2802, 渭南, 西安, 2017-09-24,23.6,39,61,0,迁入
2803, 上海, 西安, 2017-09-24,22.6,1,46,53,迁入
2804, 深圳, 西安, 2017-09-24,22.1,0,36,64,迁入
2805, 广州, 西安, 2017-09-24,21.7,0,41,59,迁入
2806, 北京, 西安, 2017-09-24,19.6,21,56,23,迁入
2807, 厦门, 西安, 2017-09-24,16.9,0,64,36,迁入
2808, 宝鸡, 西安, 2017-09-24,16.8,34,66,0,迁入
2809, 昆明, 西安, 2017-09-24,13.4,20,17,63,迁入
2810, 杭州, 西安, 2017-09-24,13.1,19,22,59,迁入
2811, 东莞, 深圳, 2017-09-24,39.8,69,31,0,迁入
2812, 惠州, 深圳, 2017-09-24,32,60,40,0,迁入
2813, 上海, 深圳, 2017-09-24,31.8,3,28,69,迁入
2814, 成都, 深圳, 2017-09-24,30.5,0,31,69,迁入
2815, 广州, 深圳, 2017-09-24,26.6,44,56,0,迁入
2816, 西安, 深圳, 2017-09-24,23.4,0,40,60,迁入
2817, 重庆, 深圳, 2017-09-24,21,21,13,66,迁入
2818, 郑州, 深圳, 2017-09-24,19.8,0,45,55,迁入
2819, 昆明, 深圳, 2017-09-24,17,20,21,59,迁入
2820, 咸阳, 深圳, 2017-09-24,16.8,0,18,82,迁入
2821, 深圳, 成都, 2017-09-24,31.1,0,25,75,迁入
2822, 广州, 成都, 2017-09-24,27.5,0,31,69,迁入
2823, 南京, 成都, 2017-09-24,25.4,0,44,56,迁入
2824, 德阳, 成都, 2017-09-24,24.9,48,52,0,迁入
2825, 重庆, 成都, 2017-09-24,23.4,36,64,0,迁入
2826, 眉山, 成都, 2017-09-24,21.9,59,41,0,迁入
2827, 资阳, 成都, 2017-09-24,21,49,51,0,迁入
2828, 绵阳, 成都, 2017-09-24,20.8,37,63,0,迁入
2829, 乐山, 成都, 2017-09-24,17.6,43,57,0,迁入
2830, 济南, 成都, 2017-09-24,17.5,0,45,55,迁入
2831, 北京, 哈尔滨, 2017-09-24,19.5,11,50,39,迁入
2832, 绥化, 哈尔滨, 2017-09-24,15.3,44,56,0,迁入
2833, 济南, 哈尔滨, 2017-09-24,14.9,0,53,47,迁入
2834, 天津, 哈尔滨, 2017-09-24,13.5,9,49,42,迁入
2835, 青岛, 哈尔滨, 2017-09-24,12,15,34,51,迁入
2836, 大庆, 哈尔滨, 2017-09-24,11.7,34,66,0,迁入
2837, 齐齐哈尔, 哈尔滨, 2017-09-24,11.2,25,75,0,迁入
2838, 石家庄, 哈尔滨, 2017-09-24,11.2,0,41,59,迁入
2839, 沈阳, 哈尔滨, 2017-09-24,10.9,18,82,0,迁入
2840, 长春, 哈尔滨, 2017-09-24,10.4,32,68,0,迁入
2841, 重庆, 上海, 2017-09-24,41.7,0,36,64,迁入
2842, 北京, 上海, 2017-09-24,40.3,17,44,39,迁入
2843, 苏州, 上海, 2017-09-24,33.7,62,38,0,迁入
2844, 广州, 上海, 2017-09-24,31.5,5,28,67,迁入
2845, 深圳, 上海, 2017-09-24,30.6,3,26,71,迁入
2846, 杭州, 上海, 2017-09-24,22.6,34,66,0,迁入
2847, 西安, 上海, 2017-09-24,22.2,0,47,53,迁入
2848, 长春, 上海, 2017-09-24,21,0,29,71,迁入
2849, 嘉兴, 上海, 2017-09-24,18.6,47,53,0,迁入
2850, 南京, 上海, 2017-09-24,17.9,24,75,1,迁入
2851, 北京, 武汉, 2017-09-24,28.4,16,66,18,迁入
2852, 昆明, 武汉, 2017-09-24,22.5,0,40,60,迁入
2853, 沈阳, 武汉, 2017-09-24,20.8,0,48,52,迁入
2854, 孝感, 武汉, 2017-09-24,20.7,45,55,0,迁入
2855, 三亚, 武汉, 2017-09-24,19.2,0,25,75,迁入
2856, 黄冈, 武汉, 2017-09-24,18.9,47,53,0,迁入
