序号,起点,终点,日期,热度,汽车占比（%）,火车占比（%）,飞机占比（%）,类型
2157, 天津, 唐山, 2017-09-18,13.3,38,62,0,迁出
2158, 天津, 沧州, 2017-09-18,13.2,44,56,0,迁出
2159, 天津, 哈尔滨, 2017-09-18,13,9,52,39,迁出
2160, 天津, 杭州, 2017-09-18,12.3,15,39,46,迁出
2161, 北京, 重庆, 2017-09-19,42.9,0,32,68,迁出
2162, 北京, 上海, 2017-09-19,41.1,16,42,42,迁出
2163, 北京, 长沙, 2017-09-19,30.6,0,56,44,迁出
2164, 北京, 廊坊, 2017-09-19,30.4,54,46,0,迁出
2165, 北京, 杭州, 2017-09-19,28.4,11,44,45,迁出
2166, 北京, 武汉, 2017-09-19,28.3,14,66,20,迁出
2167, 北京, 南京, 2017-09-19,21.6,15,71,14,迁出
2168, 北京, 保定, 2017-09-19,21,37,63,0,迁出
2169, 北京, 天津, 2017-09-19,20.2,30,70,0,迁出
2170, 北京, 西安, 2017-09-19,19.5,20,55,25,迁出
2171, 杭州, 北京, 2017-09-19,27.5,12,43,45,迁出
2172, 杭州, 重庆, 2017-09-19,21.5,5,33,62,迁出
2173, 杭州, 嘉兴, 2017-09-19,20,57,43,0,迁出
2174, 杭州, 南宁, 2017-09-19,18.8,0,36,64,迁出
2175, 杭州, 绍兴, 2017-09-19,18.3,47,53,0,迁出
2176, 杭州, 上海, 2017-09-19,17.8,30,70,0,迁出
2177, 杭州, 深圳, 2017-09-19,17.5,14,14,72,迁出
2178, 杭州, 广州, 2017-09-19,17.4,14,13,73,迁出
2179, 杭州, 贵阳, 2017-09-19,16,0,32,68,迁出
2180, 杭州, 宁波, 2017-09-19,14,37,63,0,迁出
2181, 广州, 佛山, 2017-09-19,38,41,59,0,迁出
2182, 广州, 上海, 2017-09-19,32.2,5,25,70,迁出
2183, 广州, 成都, 2017-09-19,26.9,0,27,73,迁出
2184, 广州, 东莞, 2017-09-19,24.9,57,43,0,迁出
2185, 广州, 深圳, 2017-09-19,22.6,41,59,0,迁出
2186, 广州, 杭州, 2017-09-19,19.5,13,16,71,迁出
2187, 广州, 郑州, 2017-09-19,19.4,0,63,37,迁出
2188, 广州, 西安, 2017-09-19,19.1,0,44,56,迁出
2189, 广州, 昆明, 2017-09-19,17.1,15,28,57,迁出
2190, 广州, 武汉, 2017-09-19,16.5,21,63,16,迁出
2191, 重庆, 北京, 2017-09-19,45.3,0,27,73,迁出
2192, 重庆, 上海, 2017-09-19,42.4,0,33,67,迁出
2193, 重庆, 天津, 2017-09-19,24.6,2,39,59,迁出
2194, 重庆, 拉萨, 2017-09-19,21.9,0,34,66,迁出
2195, 重庆, 杭州, 2017-09-19,21.4,4,38,58,迁出
2196, 重庆, 成都, 2017-09-19,20.6,35,65,0,迁出
2197, 重庆, 南京, 2017-09-19,20.3,9,34,57,迁出
2198, 重庆, 青岛, 2017-09-19,20.1,0,41,59,迁出
2199, 重庆, 苏州, 2017-09-19,20.1,3,48,49,迁出
2200, 重庆, 宁波, 2017-09-19,19.8,1,42,57,迁出
2201, 西安, 咸阳, 2017-09-19,26.6,42,58,0,迁出
2202, 西安, 上海, 2017-09-19,24,1,45,54,迁出
2203, 西安, 深圳, 2017-09-19,20.4,0,39,61,迁出
2204, 西安, 北京, 2017-09-19,19.7,19,55,26,迁出
2205, 西安, 广州, 2017-09-19,18.9,0,40,60,迁出
2206, 西安, 渭南, 2017-09-19,18.4,35,65,0,迁出
2207, 西安, 厦门, 2017-09-19,15.9,0,50,50,迁出
2208, 西安, 福州, 2017-09-19,15.1,0,37,63,迁出
2209, 西安, 杭州, 2017-09-19,13.2,16,26,58,迁出
2210, 西安, 宝鸡, 2017-09-19,13,30,70,0,迁出
2211, 深圳, 上海, 2017-09-19,38.3,2,23,75,迁出
2212, 深圳, 东莞, 2017-09-19,36.7,69,31,0,迁出
2213, 深圳, 成都, 2017-09-19,26.8,0,27,73,迁出
2214, 深圳, 惠州, 2017-09-19,24.7,60,40,0,迁出
2215, 深圳, 西安, 2017-09-19,23.2,0,38,62,迁出
2216, 深圳, 郑州, 2017-09-19,23,0,44,56,迁出
2217, 深圳, 广州, 2017-09-19,22.3,42,58,0,迁出
2218, 深圳, 杭州, 2017-09-19,18.2,17,17,66,迁出
2219, 深圳, 重庆, 2017-09-19,17.9,24,12,64,迁出
2220, 深圳, 昆明, 2017-09-19,17.2,14,18,68,迁出
2221, 成都, 深圳, 2017-09-19,31,0,24,76,迁出
2222, 成都, 南京, 2017-09-19,27.4,0,45,55,迁出
2223, 成都, 广州, 2017-09-19,27.1,0,24,76,迁出
2224, 成都, 三亚, 2017-09-19,22.2,0,21,79,迁出
2225, 成都, 重庆, 2017-09-19,20.3,34,66,0,迁出
2226, 成都, 济南, 2017-09-19,18.6,0,33,67,迁出
2227, 成都, 德阳, 2017-09-19,18.6,49,51,0,迁出
2228, 成都, 武汉, 2017-09-19,17.6,19,47,34,迁出
2229, 成都, 拉萨, 2017-09-19,17.4,0,23,77,迁出
2230, 成都, 眉山, 2017-09-19,17,59,41,0,迁出
2231, 哈尔滨, 北京, 2017-09-19,20,13,48,39,迁出
2232, 哈尔滨, 绥化, 2017-09-19,13.6,44,56,0,迁出
2233, 哈尔滨, 天津, 2017-09-19,13.1,12,49,39,迁出
2234, 哈尔滨, 青岛, 2017-09-19,12.5,11,25,64,迁出
2235, 哈尔滨, 太原, 2017-09-19,12.4,0,30,70,迁出
2236, 哈尔滨, 济南, 2017-09-19,12.2,0,28,72,迁出
2237, 哈尔滨, 沈阳, 2017-09-19,9.9,14,86,0,迁出
2238, 哈尔滨, 齐齐哈尔, 2017-09-19,9.8,25,75,0,迁出
2239, 哈尔滨, 长春, 2017-09-19,9.7,29,71,0,迁出
2240, 哈尔滨, 大庆, 2017-09-19,9.5,35,65,0,迁出
2241, 上海, 北京, 2017-09-19,43.1,16,39,45,迁出
2242, 上海, 重庆, 2017-09-19,41.9,0,34,66,迁出
2243, 上海, 深圳, 2017-09-19,35.2,3,25,72,迁出
2244, 上海, 广州, 2017-09-19,33.7,4,29,67,迁出
2245, 上海, 苏州, 2017-09-19,31.7,63,37,0,迁出
2246, 上海, 长春, 2017-09-19,24.5,0,30,70,迁出
2247, 上海, 西安, 2017-09-19,23.3,1,41,58,迁出
2248, 上海, 沈阳, 2017-09-19,18.8,16,19,65,迁出
2249, 上海, 杭州, 2017-09-19,17.7,29,71,0,迁出
2250, 上海, 香港, 2017-09-19,17.3,0,37,63,迁出
2251, 武汉, 北京, 2017-09-19,28.9,14,65,21,迁出
2252, 武汉, 昆明, 2017-09-19,20.8,0,34,66,迁出
2253, 武汉, 沈阳, 2017-09-19,20,0,44,56,迁出
2254, 武汉, 广州, 2017-09-19,17.7,16,72,12,迁出
2255, 武汉, 成都, 2017-09-19,16.9,21,44,35,迁出
2256, 武汉, 孝感, 2017-09-19,16.7,46,54,0,迁出
2257, 武汉, 深圳, 2017-09-19,16.1,20,62,18,迁出
2258, 武汉, 黄冈, 2017-09-19,15.8,45,55,0,迁出
2259, 武汉, 上海, 2017-09-19,15.4,20,59,21,迁出
2260, 武汉, 重庆, 2017-09-19,13.6,26,56,18,迁出
2261, 南京, 成都, 2017-09-19,23.2,0,43,57,迁出
2262, 南京, 北京, 2017-09-19,21.7,14,75,11,迁出
2263, 南京, 重庆, 2017-09-19,18,7,40,53,迁出
2264, 南京, 广州, 2017-09-19,16.4,18,16,66,迁出
2265, 南京, 镇江, 2017-09-19,16.3,39,61,0,迁出
2266, 南京, 上海, 2017-09-19,16.2,21,78,1,迁出
2267, 南京, 深圳, 2017-09-19,16.1,14,17,69,迁出
2268, 南京, 长春, 2017-09-19,15.9,0,31,69,迁出
2269, 南京, 南宁, 2017-09-19,14.4,0,45,55,迁出
2270, 南京, 苏州, 2017-09-19,14.3,30,70,0,迁出
2271, 天津, 重庆, 2017-09-19,22.4,2,39,59,迁出
2272, 天津, 北京, 2017-09-19,20,28,72,0,迁出
2273, 天津, 福州, 2017-09-19,17.7,0,45,55,迁出
2274, 天津, 上海, 2017-09-19,17.4,18,46,36,迁出
2275, 天津, 廊坊, 2017-09-19,14.1,60,40,0,迁出
2276, 天津, 哈尔滨, 2017-09-19,13.1,11,48,41,迁出
2277, 天津, 唐山, 2017-09-19,12.8,38,62,0,迁出
2278, 天津, 沧州, 2017-09-19,12.5,45,55,0,迁出
2279, 天津, 长沙, 2017-09-19,11.9,0,48,52,迁出
2280, 天津, 杭州, 2017-09-19,11.9,14,38,48,迁出
2281, 北京, 上海, 2017-09-20,43.8,17,41,42,迁出
2282, 北京, 重庆, 2017-09-20,43.1,1,32,67,迁出
2283, 北京, 长沙, 2017-09-20,33.5,0,56,44,迁出
2284, 北京, 廊坊, 2017-09-20,30.2,54,46,0,迁出
2285, 北京, 杭州, 2017-09-20,30.2,12,53,35,迁出
2286, 北京, 武汉, 2017-09-20,29.7,14,69,17,迁出
2287, 北京, 南京, 2017-09-20,22.2,14,76,10,迁出
2288, 北京, 保定, 2017-09-20,21.5,36,64,0,迁出
2289, 北京, 西安, 2017-09-20,21.5,20,58,22,迁出
2290, 北京, 天津, 2017-09-20,20.2,30,70,0,迁出
2291, 杭州, 北京, 2017-09-20,28.2,15,41,44,迁出
2292, 杭州, 重庆, 2017-09-20,23,4,32,64,迁出
2293, 杭州, 南宁, 2017-09-20,20.1,0,26,74,迁出
2294, 杭州, 嘉兴, 2017-09-20,19.4,56,44,0,迁出
2295, 杭州, 广州, 2017-09-20,18.4,15,19,66,迁出
2296, 杭州, 深圳, 2017-09-20,18.2,11,16,73,迁出
2297, 杭州, 上海, 2017-09-20,18,30,70,0,迁出
2298, 杭州, 贵阳, 2017-09-20,17.7,0,27,73,迁出
2299, 杭州, 绍兴, 2017-09-20,17.5,48,52,0,迁出
2300, 杭州, 西安, 2017-09-20,13.8,18,18,64,迁出
2301, 广州, 佛山, 2017-09-20,38.1,41,59,0,迁出
2302, 广州, 上海, 2017-09-20,34.3,6,23,71,迁出
2303, 广州, 成都, 2017-09-20,29.6,0,25,75,迁出
2304, 广州, 东莞, 2017-09-20,24.7,57,43,0,迁出
2305, 广州, 深圳, 2017-09-20,22.3,42,58,0,迁出
2306, 广州, 西安, 2017-09-20,20.8,0,36,64,迁出
2307, 广州, 郑州, 2017-09-20,20.2,0,64,36,迁出
2308, 广州, 重庆, 2017-09-20,19.9,19,12,69,迁出
2309, 广州, 杭州, 2017-09-20,18.5,16,17,67,迁出
2310, 广州, 武汉, 2017-09-20,17.9,17,68,15,迁出
2311, 重庆, 北京, 2017-09-20,46.5,1,28,71,迁出
2312, 重庆, 上海, 2017-09-20,42.1,0,36,64,迁出
2313, 重庆, 天津, 2017-09-20,22.8,1,41,58,迁出
2314, 重庆, 杭州, 2017-09-20,21.2,5,33,62,迁出
2315, 重庆, 宁波, 2017-09-20,21,1,38,61,迁出
2316, 重庆, 深圳, 2017-09-20,20.6,16,12,72,迁出
2317, 重庆, 成都, 2017-09-20,20.4,35,65,0,迁出
2318, 重庆, 南京, 2017-09-20,19.8,5,36,59,迁出
2319, 重庆, 厦门, 2017-09-20,19.6,3,42,55,迁出
2320, 重庆, 拉萨, 2017-09-20,19.2,0,26,74,迁出
2321, 西安, 咸阳, 2017-09-20,26.7,42,58,0,迁出
2322, 西安, 上海, 2017-09-20,23.1,1,40,59,迁出
2323, 西安, 深圳, 2017-09-20,21.9,0,41,59,迁出
2324, 西安, 北京, 2017-09-20,20.9,19,59,22,迁出
2325, 西安, 广州, 2017-09-20,19.9,0,45,55,迁出
2326, 西安, 渭南, 2017-09-20,18.2,36,64,0,迁出
2327, 西安, 厦门, 2017-09-20,14.5,0,53,47,迁出
2328, 西安, 昆明, 2017-09-20,13.3,20,14,66,迁出
2329, 西安, 杭州, 2017-09-20,12.8,17,22,61,迁出
2330, 西安, 宝鸡, 2017-09-20,12.8,32,68,0,迁出
2331, 深圳, 上海, 2017-09-20,41.8,2,22,76,迁出
2332, 深圳, 东莞, 2017-09-20,36.7,69,31,0,迁出
2333, 深圳, 成都, 2017-09-20,34.4,0,22,78,迁出
2334, 深圳, 惠州, 2017-09-20,24.5,60,40,0,迁出
2335, 深圳, 西安, 2017-09-20,23.6,0,33,67,迁出
2336, 深圳, 广州, 2017-09-20,22.4,42,58,0,迁出
2337, 深圳, 重庆, 2017-09-20,22.3,15,11,74,迁出
2338, 深圳, 郑州, 2017-09-20,20.8,0,48,52,迁出
2339, 深圳, 南京, 2017-09-20,18.7,14,11,75,迁出
2340, 深圳, 昆明, 2017-09-20,18.6,14,18,68,迁出
2341, 成都, 深圳, 2017-09-20,31.5,0,25,75,迁出
2342, 成都, 广州, 2017-09-20,28.3,0,23,77,迁出
2343, 成都, 南京, 2017-09-20,26.3,0,41,59,迁出
2344, 成都, 三亚, 2017-09-20,21.5,0,16,84,迁出
2345, 成都, 重庆, 2017-09-20,20.3,34,66,0,迁出
2346, 成都, 济南, 2017-09-20,19.9,0,40,60,迁出
2347, 成都, 拉萨, 2017-09-20,18.7,0,22,78,迁出
2348, 成都, 德阳, 2017-09-20,18.4,49,51,0,迁出
2349, 成都, 合肥, 2017-09-20,18.2,0,50,50,迁出
2350, 成都, 武汉, 2017-09-20,17.3,22,43,35,迁出
2351, 哈尔滨, 北京, 2017-09-20,20.9,10,52,38,迁出
2352, 哈尔滨, 济南, 2017-09-20,13.7,0,27,73,迁出
2353, 哈尔滨, 绥化, 2017-09-20,13.4,44,56,0,迁出
2354, 哈尔滨, 天津, 2017-09-20,13.3,12,41,47,迁出
2355, 哈尔滨, 青岛, 2017-09-20,12.1,10,26,64,迁出
2356, 哈尔滨, 石家庄, 2017-09-20,10.2,0,41,59,迁出
2357, 哈尔滨, 齐齐哈尔, 2017-09-20,10,25,75,0,迁出
2358, 哈尔滨, 太原, 2017-09-20,9.8,0,35,65,迁出
2359, 哈尔滨, 沈阳, 2017-09-20,9.6,15,85,0,迁出
2360, 哈尔滨, 长春, 2017-09-20,9.4,30,70,0,迁出
2361, 上海, 重庆, 2017-09-20,44.5,0,35,65,迁出
2362, 上海, 北京, 2017-09-20,43.7,17,41,42,迁出
2363, 上海, 深圳, 2017-09-20,36.6,2,24,74,迁出
2364, 上海, 广州, 2017-09-20,34.6,4,23,73,迁出
2365, 上海, 苏州, 2017-09-20,31.4,63,37,0,迁出
2366, 上海, 长春, 2017-09-20,25.4,0,28,72,迁出
2367, 上海, 西安, 2017-09-20,22.5,0,43,57,迁出
2368, 上海, 沈阳, 2017-09-20,19.7,15,18,67,迁出
2369, 上海, 香港, 2017-09-20,18.4,0,36,64,迁出
2370, 上海, 杭州, 2017-09-20,17.5,29,71,0,迁出
2371, 武汉, 北京, 2017-09-20,29.9,14,66,20,迁出
2372, 武汉, 昆明, 2017-09-20,20.7,0,39,61,迁出
2373, 武汉, 沈阳, 2017-09-20,19.8,0,48,52,迁出
2374, 武汉, 三亚, 2017-09-20,17.9,0,19,81,迁出
2375, 武汉, 广州, 2017-09-20,17.9,16,68,16,迁出
2376, 武汉, 成都, 2017-09-20,16.9,21,42,37,迁出
2377, 武汉, 孝感, 2017-09-20,16.7,45,55,0,迁出
2378, 武汉, 深圳, 2017-09-20,16.2,20,62,18,迁出
2379, 武汉, 黄冈, 2017-09-20,15.6,44,56,0,迁出
2380, 武汉, 上海, 2017-09-20,15.4,19,56,25,迁出
2381, 南京, 成都, 2017-09-20,25.6,0,40,60,迁出
2382, 南京, 北京, 2017-09-20,22.3,14,75,11,迁出
2383, 南京, 重庆, 2017-09-20,19.6,6,38,56,迁出
2384, 南京, 广州, 2017-09-20,16.6,15,16,69,迁出
2385, 南京, 深圳, 2017-09-20,16.5,14,13,73,迁出
2386, 南京, 上海, 2017-09-20,16.4,22,77,1,迁出
2387, 南京, 长春, 2017-09-20,16.1,0,20,80,迁出
2388, 南京, 镇江, 2017-09-20,16,39,61,0,迁出
2389, 南京, 南宁, 2017-09-20,15.5,0,43,57,迁出
2390, 南京, 贵阳, 2017-09-20,15,0,34,66,迁出
2391, 天津, 重庆, 2017-09-20,24.4,1,33,66,迁出
2392, 天津, 北京, 2017-09-20,20.2,30,70,0,迁出
2393, 天津, 上海, 2017-09-20,17.7,18,48,34,迁出
2394, 天津, 福州, 2017-09-20,15.8,0,53,47,迁出
2395, 天津, 长沙, 2017-09-20,14.3,0,39,61,迁出
2396, 天津, 廊坊, 2017-09-20,14.1,60,40,0,迁出
2397, 天津, 杭州, 2017-09-20,13,14,49,37,迁出
2398, 天津, 唐山, 2017-09-20,12.9,39,61,0,迁出
2399, 天津, 哈尔滨, 2017-09-20,12.7,10,47,43,迁出
2400, 天津, 沧州, 2017-09-20,12.6,45,55,0,迁出
2401, 北京, 上海, 2017-09-21,42.9,16,41,43,迁出
2402, 北京, 重庆, 2017-09-21,41,0,33,67,迁出
2403, 北京, 长沙, 2017-09-21,31.6,0,57,43,迁出
2404, 北京, 廊坊, 2017-09-21,29.7,54,46,0,迁出
2405, 北京, 武汉, 2017-09-21,28.8,15,67,18,迁出
2406, 北京, 杭州, 2017-09-21,28.1,14,49,37,迁出
2407, 北京, 南京, 2017-09-21,23.5,15,73,12,迁出
2408, 北京, 保定, 2017-09-21,21.7,37,63,0,迁出
2409, 北京, 西安, 2017-09-21,20.8,20,57,23,迁出
2410, 北京, 天津, 2017-09-21,20.4,30,70,0,迁出
2411, 杭州, 北京, 2017-09-21,27.3,13,46,41,迁出
2412, 杭州, 重庆, 2017-09-21,19.9,5,32,63,迁出
2413, 杭州, 嘉兴, 2017-09-21,19.3,57,43,0,迁出
2414, 杭州, 广州, 2017-09-21,18.3,10,17,73,迁出
2415, 杭州, 南宁, 2017-09-21,18.2,0,37,63,迁出
2416, 杭州, 贵阳, 2017-09-21,18.2,0,31,69,迁出
2417, 杭州, 上海, 2017-09-21,17.8,30,70,0,迁出
2418, 杭州, 绍兴, 2017-09-21,17.6,48,52,0,迁出
2419, 杭州, 深圳, 2017-09-21,17.6,13,14,73,迁出
2420, 杭州, 湖州, 2017-09-21,14.5,55,45,0,迁出
2421, 广州, 佛山, 2017-09-21,37.9,41,59,0,迁出
2422, 广州, 上海, 2017-09-21,32.7,6,25,69,迁出
2423, 广州, 成都, 2017-09-21,27.8,0,29,71,迁出
2424, 广州, 东莞, 2017-09-21,24.5,57,43,0,迁出
2425, 广州, 深圳, 2017-09-21,22.4,41,59,0,迁出
2426, 广州, 郑州, 2017-09-21,21,0,60,40,迁出
2427, 广州, 西安, 2017-09-21,19.9,0,44,56,迁出
2428, 广州, 重庆, 2017-09-21,18,26,16,58,迁出
2429, 广州, 南京, 2017-09-21,17.6,16,17,67,迁出
2430, 广州, 武汉, 2017-09-21,17.5,20,66,14,迁出
2431, 重庆, 北京, 2017-09-21,45.7,0,32,68,迁出
2432, 重庆, 上海, 2017-09-21,42.7,0,34,66,迁出
2433, 重庆, 天津, 2017-09-21,22.5,1,38,61,迁出
2434, 重庆, 杭州, 2017-09-21,21.8,5,35,60,迁出
2435, 重庆, 成都, 2017-09-21,21,36,64,0,迁出
2436, 重庆, 青岛, 2017-09-21,20.3,0,35,65,迁出
2437, 重庆, 苏州, 2017-09-21,20.1,2,53,45,迁出
2438, 重庆, 南京, 2017-09-21,19.2,9,39,52,迁出
2439, 重庆, 宁波, 2017-09-21,19.1,0,44,56,迁出
2440, 重庆, 深圳, 2017-09-21,18.8,20,15,65,迁出
2441, 西安, 咸阳, 2017-09-21,26.5,42,58,0,迁出
2442, 西安, 上海, 2017-09-21,22.5,0,42,58,迁出
2443, 西安, 深圳, 2017-09-21,21.2,0,37,63,迁出
2444, 西安, 北京, 2017-09-21,19.6,20,60,20,迁出
2445, 西安, 广州, 2017-09-21,18.5,0,46,54,迁出
2446, 西安, 渭南, 2017-09-21,18.4,36,64,0,迁出
2447, 西安, 厦门, 2017-09-21,15.3,0,63,37,迁出
2448, 西安, 杭州, 2017-09-21,13.1,16,21,63,迁出
2449, 西安, 宝鸡, 2017-09-21,13.1,30,70,0,迁出
2450, 西安, 福州, 2017-09-21,12.9,0,51,49,迁出
2451, 深圳, 东莞, 2017-09-21,36.2,69,31,0,迁出
2452, 深圳, 上海, 2017-09-21,34,3,23,74,迁出
2453, 深圳, 成都, 2017-09-21,28.7,0,24,76,迁出
2454, 深圳, 惠州, 2017-09-21,24.6,61,39,0,迁出
2455, 深圳, 西安, 2017-09-21,22.7,0,36,64,迁出
2456, 深圳, 广州, 2017-09-21,22.4,41,59,0,迁出
2457, 深圳, 郑州, 2017-09-21,21.6,0,45,55,迁出
2458, 深圳, 重庆, 2017-09-21,19.2,22,13,65,迁出
2459, 深圳, 杭州, 2017-09-21,17.6,11,19,70,迁出
2460, 深圳, 武汉, 2017-09-21,17.1,18,67,15,迁出
2461, 成都, 深圳, 2017-09-21,30.9,0,25,75,迁出
2462, 成都, 南京, 2017-09-21,27.3,0,42,58,迁出
2463, 成都, 广州, 2017-09-21,26.2,0,26,74,迁出
2464, 成都, 三亚, 2017-09-21,23.5,0,21,79,迁出
2465, 成都, 重庆, 2017-09-21,21.1,34,66,0,迁出
2466, 成都, 济南, 2017-09-21,19.8,0,46,54,迁出
2467, 成都, 德阳, 2017-09-21,18.5,49,51,0,迁出
2468, 成都, 合肥, 2017-09-21,18.1,0,49,51,迁出
2469, 成都, 武汉, 2017-09-21,17.7,24,41,35,迁出
2470, 成都, 眉山, 2017-09-21,16.8,60,40,0,迁出
2471, 哈尔滨, 北京, 2017-09-21,19.2,12,45,43,迁出
2472, 哈尔滨, 青岛, 2017-09-21,14.7,14,25,61,迁出
2473, 哈尔滨, 济南, 2017-09-21,13.8,0,29,71,迁出
2474, 哈尔滨, 绥化, 2017-09-21,13.3,44,56,0,迁出
2475, 哈尔滨, 太原, 2017-09-21,12.6,0,25,75,迁出
2476, 哈尔滨, 天津, 2017-09-21,12.2,10,52,38,迁出
2477, 哈尔滨, 石家庄, 2017-09-21,10.3,0,40,60,迁出
2478, 哈尔滨, 齐齐哈尔, 2017-09-21,9.8,24,76,0,迁出
2479, 哈尔滨, 沈阳, 2017-09-21,9.7,18,82,0,迁出
2480, 哈尔滨, 长春, 2017-09-21,9.6,27,73,0,迁出
2481, 上海, 北京, 2017-09-21,42.9,16,42,42,迁出
2482, 上海, 重庆, 2017-09-21,42.1,1,36,63,迁出
2483, 上海, 深圳, 2017-09-21,33.9,3,26,71,迁出
2484, 上海, 广州, 2017-09-21,33,5,23,72,迁出
2485, 上海, 苏州, 2017-09-21,31.4,63,37,0,迁出
2486, 上海, 长春, 2017-09-21,23.7,0,28,72,迁出
2487, 上海, 西安, 2017-09-21,23.3,2,39,59,迁出
2488, 上海, 香港, 2017-09-21,20.1,0,28,72,迁出
2489, 上海, 沈阳, 2017-09-21,18.8,15,17,68,迁出
2490, 上海, 杭州, 2017-09-21,17.3,30,70,0,迁出
2491, 武汉, 北京, 2017-09-21,29.6,13,67,20,迁出
2492, 武汉, 沈阳, 2017-09-21,20,0,51,49,迁出
2493, 武汉, 昆明, 2017-09-21,19.8,0,38,62,迁出
2494, 武汉, 成都, 2017-09-21,17.1,20,45,35,迁出
2495, 武汉, 广州, 2017-09-21,17,18,67,15,迁出
2496, 武汉, 孝感, 2017-09-21,16.6,45,55,0,迁出
2497, 武汉, 深圳, 2017-09-21,15.9,19,64,17,迁出
2498, 武汉, 黄冈, 2017-09-21,15.4,46,54,0,迁出
2499, 武汉, 上海, 2017-09-21,15.2,20,57,23,迁出
2500, 武汉, 重庆, 2017-09-21,14.6,26,60,14,迁出
2501, 南京, 成都, 2017-09-21,23.6,0,46,54,迁出
2502, 南京, 北京, 2017-09-21,22.2,15,72,13,迁出
2503, 南京, 重庆, 2017-09-21,19.7,8,40,52,迁出
2504, 南京, 上海, 2017-09-21,16.4,23,76,1,迁出
2505, 南京, 镇江, 2017-09-21,16,38,62,0,迁出
2506, 南京, 深圳, 2017-09-21,15.8,17,15,68,迁出
2507, 南京, 广州, 2017-09-21,15.8,17,20,63,迁出
2508, 南京, 南宁, 2017-09-21,15.2,0,36,64,迁出
2509, 南京, 长春, 2017-09-21,15.2,0,24,76,迁出
2510, 南京, 贵阳, 2017-09-21,14.7,0,27,73,迁出
2511, 天津, 重庆, 2017-09-21,20.8,1,37,62,迁出
2512, 天津, 北京, 2017-09-21,20,30,70,0,迁出
2513, 天津, 上海, 2017-09-21,16.9,20,47,33,迁出
2514, 天津, 福州, 2017-09-21,15.6,0,49,51,迁出
2515, 天津, 长沙, 2017-09-21,14.1,0,42,58,迁出
2516, 天津, 廊坊, 2017-09-21,14.1,59,41,0,迁出
2517, 天津, 唐山, 2017-09-21,12.9,39,61,0,迁出
2518, 天津, 沧州, 2017-09-21,12.5,45,55,0,迁出
2519, 天津, 哈尔滨, 2017-09-21,12.3,13,52,35,迁出
2520, 天津, 杭州, 2017-09-21,12.2,13,43,44,迁出
2521, 北京, 重庆, 2017-09-22,45.6,0,33,67,迁出
2522, 北京, 上海, 2017-09-22,45.3,17,43,40,迁出
2523, 北京, 廊坊, 2017-09-22,33.9,52,48,0,迁出
2524, 北京, 长沙, 2017-09-22,33.5,0,56,44,迁出
2525, 北京, 武汉, 2017-09-22,31.5,13,71,16,迁出
2526, 北京, 杭州, 2017-09-22,28.8,14,48,38,迁出
2527, 北京, 保定, 2017-09-22,27.8,35,65,0,迁出
2528, 北京, 天津, 2017-09-22,25.5,29,71,0,迁出
2529, 北京, 南京, 2017-09-22,24.9,14,74,12,迁出
2530, 北京, 西安, 2017-09-22,21.2,20,59,21,迁出
2531, 杭州, 北京, 2017-09-22,28.8,13,44,43,迁出
2532, 杭州, 重庆, 2017-09-22,22.4,5,35,60,迁出
2533, 杭州, 嘉兴, 2017-09-22,21.6,56,44,0,迁出
2534, 杭州, 绍兴, 2017-09-22,21,47,53,0,迁出
2535, 杭州, 上海, 2017-09-22,19.6,30,70,0,迁出
2536, 杭州, 贵阳, 2017-09-22,19.4,0,25,75,迁出
2537, 杭州, 南宁, 2017-09-22,19.4,0,35,65,迁出
2538, 杭州, 广州, 2017-09-22,17.5,11,21,68,迁出
2539, 杭州, 深圳, 2017-09-22,16.8,11,17,72,迁出
2540, 杭州, 金华, 2017-09-22,16,40,60,0,迁出
2541, 广州, 佛山, 2017-09-22,41.4,42,58,0,迁出
2542, 广州, 上海, 2017-09-22,33.3,5,26,69,迁出
2543, 广州, 成都, 2017-09-22,29.2,0,31,69,迁出
2544, 广州, 东莞, 2017-09-22,26.2,57,43,0,迁出
2545, 广州, 深圳, 2017-09-22,25.1,42,58,0,迁出
2546, 广州, 郑州, 2017-09-22,21.9,0,66,34,迁出
2547, 广州, 西安, 2017-09-22,20.2,0,41,59,迁出
2548, 广州, 南京, 2017-09-22,19.4,15,19,66,迁出
2549, 广州, 重庆, 2017-09-22,19.4,27,15,58,迁出
2550, 广州, 清远, 2017-09-22,19,51,49,0,迁出
2551, 重庆, 北京, 2017-09-22,46.2,0,30,70,迁出
2552, 重庆, 上海, 2017-09-22,40.8,0,36,64,迁出
2553, 重庆, 成都, 2017-09-22,24.4,34,66,0,迁出
2554, 重庆, 天津, 2017-09-22,24.2,1,38,61,迁出
2555, 重庆, 杭州, 2017-09-22,22.1,4,30,66,迁出
2556, 重庆, 苏州, 2017-09-22,21.1,2,56,42,迁出
2557, 重庆, 南京, 2017-09-22,20.8,8,33,59,迁出
2558, 重庆, 宁波, 2017-09-22,20.6,0,51,49,迁出
2559, 重庆, 深圳, 2017-09-22,20.4,24,12,64,迁出
2560, 重庆, 厦门, 2017-09-22,19.7,2,51,47,迁出
2561, 西安, 咸阳, 2017-09-22,32.1,41,59,0,迁出
2562, 西安, 上海, 2017-09-22,25.1,1,42,57,迁出
2563, 西安, 深圳, 2017-09-22,22.7,0,41,59,迁出
